EIN,name,mission
850610499,Believe in Big Change Inc,Organization provides guidance and support for at-risk women and mothers with children who have struggled with addiction and mental health through a six-month residential healing and life skills program.
465397186,AMERICAN VETERANS SERVICE DOG,"EFFECTIVE DECEMBER 8TH, 2021: AVSDA WAS FOUNDED FOR, AND HAS AS ITS CORE MISSION, THE REDUCTION OF SUICIDE NUMBERS AMONGST VETERANS DIAGNOSED WITH POST-TRAUMATIC STRESS (PTS). WE STRIVE TO ACCOMPLISH THIS GOAL THROUGH EDUCATION AND TRAINING. AVSDA HAS PARTNERED WITH KANKAKEE COMMUNITY COLLEGE AND HOPES TO PARTNER WITH OTHER EDUCATIONAL INSTITUTIONS TO BRING SERVICE DOG TRAINING PROGRAM TO MORE VETERANS AND TO RAISE THE OVERALL PROFESSIONALISM IN THE SERVICE DOG TRAINING INDUSTRY. OUR PROGRAM IS ADMINISTERED BY PROFESSIONAL, KNOWLEDGEABLE, AND DEDICATED STAFF WHO ASSIST OUR VETERANS IN REACHING THEIR GOAL OF A BETTER, HAPPIER, MORE PRODUCTIVE LIFE WITH THE ASSISTANCE OF THEIR SERVICE DOG."
020271288,FELLOWSHIP HOUSING OPPORTUNITIES INC,"TO PROVIDE DECENT, SAFE, AFFORDABLE HOUSING WITH SUPPORT TO MEMBERS OF OUR COMMUNITY WHO LIVE WITH MENTAL ILLNESS."
473074687,ARISE EQUINE THERAPY FOUNDATION,"RISING ABOVE LIFE CHALLENGES THROUGH EXPERIMENTAL EQUINE ASSISTED THERAPY ACTIVITIES THAT FACILIATE LEARNING AND ENHANCE THE QUALIFY OF LIFE. PROVIDING HEALING, RESTORATION, & REVIEWING OF HOPE FOR LASTING SOLUTIONS TO MENTAL HEALTH WELLNESS."
311768378,PARTNERS IN EVANGELISM INC,"PARTNERS MINISTRIES PROVIDE FREE OF CHARGE COPIES OF ""THE WORD AMONG US"" MAGAZINE AND OTHER RESOURCES TO PRISONERS IN THE U.S. AND CANADA, MEN AND WOMEN IN MILITARY SERVICES AROUND THE WORLD, WOMEN IN CRISIS PREGNANCY CENTERS IN THE U.S. AND CANADA, COLLEGE STUDENTS, SEMINARIANS, CATHOLICS IN PARISHES IN NEED OF EVANGELIZATION, AND TO CATHOLICS FACING HOMELESSNESS, ILLNESS AND INJURY, ADDICTION AND THOSE WHO NEED LONG-TERM HEALTHCARE ASSISTANCE."
510330144,DIMA I,"TO PROVIDE SAFE, AFFORDABLE HOUSING FOR THOSE IN OUR COMMUNITY WITH MENTAL ILLNESS."
410962511,YOUABLE EMOTIONAL HEALTH SERVICES,"YOUABLE EMOTIONAL HEALTH EMPOWERS PEOPLE OF ALL AGES TO LIVE AN EMOTIONALLY HEALTHY LIFE.WE ARE A TEAM OF ACCOUNTABLE, DECISIVE MEMBERS WHO WANT TO MAKE A DYNAMIC AND LASTING IMPACT IN THEIR COMMUNITIES. YOUABLE IS A PASSIONATE AND RESPONSIVE SOCIAL ENTERPRISE MAKING A DIFFERENCE IN THE LIVES OF OVER 20,000 FAMILIES AND INDIVIDUALS THROUGHOUT THE TWIN CITIES METRO AREA EACH YEAR. WE PRIDE OURSELVES ON BRINGING INNOVATIVE, DIMENSIONAL SOLUTIONS TO MENTAL HEALTH CHALLENGES WHILE CONTINUALLY LEARNING NEW AND BETTER WAYS TO PROVIDE CARE."
954301633,INSTITUTE OF CONTEMPORARY,"THE INSTITUTE OF CONTEMPORARY PSYCHOANALYSIS WAS FORMED IN 1990 TO OFFER MENTAL HEALTH PROFESSIONALS, AS WELL AS SCHOLARS AND PROFESSIONALS FROM OTHER FIELDS, THE OPPORTUNITY TO STUDY THE FULL SCOPE OF PSYCHOANALYTIC THEORY AND CLINICAL PRACTICE. TO THAT END, TRAINING IS OFFERED TO MEMBERS OF THE MENTAL HEALTH COMMUNITY WHO ARE INDEPENDENTLY LICENSED PRACTITIONERS, AND TO SCHOLARS FROM ANY FIELD IN THE APPLICATION OF PSYCHOANALYTIC THOUGHT TO THEIR PARTICULAR AREA OF SCHOLARSHIP AND ENDEAVOR. THE INSTITUTE OF CONTEMPORARY PSYCHOANALYSIS OFFERS STUDENTS NOT ONLY A FIRM GROUNDING IN SHARED BASIC ASSUMPTIONS THAT UNDERLIE A PSYCHOANALYTIC APPROACH, BUT ALSO A FULL SENSE OF THE FERMENT, EXCITEMENT AND CREATIVITY EXTANT IN PSYCHOANALYSIS TODAY. WE WILL CONVEY AN APPRECIATION FOR THE VARIETY OF ANALYTIC STANCES, MODES OF LISTENING, AND THERAPEUTIC ATTITUDES THAT CHARACTERIZE A FIELD ALIVE WITH BOTH CONTROVERSY AND CONVICTION. THE ADMINISTRATIVE STRUCTURES AND TEACHING METHODS TO BE IMPLEMENT"
453823039,TRUE TRANSITIONS,"TRUE TRANSITIONS shall work with consumers and their families to reduce or eliminate the severity, frequency and duration of the symptoms of mental illness and/or substance abuse following strenghts"
474750095,YOUTH PASSAGEWAYS,"THE AIM OF YOUTH PASSAGEWAYS (YPW) IS TO INCREASE ACCESS TO HEALTHY, MEANINGFUL INITIATORY EXPERIENCES FOR YOUNG PEOPLE. INITIATORY EXPERIENCES, OFTEN CALLED ""RITES OF PASSAGE,"" HAVE BEEN AN ESSENTIAL PART OF HUMAN DEVELOPMENT THROUGHOUT HUMAN HISTORY, PROMOTING MENTAL HEALTH, A STRONG SENSE OF INDIVIDUAL IDENTITY, AND A CLEAR SOCIAL ROLE; WHILE ALSO STRENGTHENING COMMUNITY HEALTH AND RESILIENCY. YET MANY, IF NOT MOST, COMMUNITIES TODAY LACK MEANINGFUL RITES OF PASSAGE, LEAVING A VACUUM FILLED BY UNHEALTHY RISK TAKING BY YOUTH, DISENGAGEMENT OF YOUNG PEOPLE FROM THE ADULTS AND ELDERS IN THEIR COMMUNITIES, AND SELF-INTEREST RUN RAMPANT. FOR MANY YEARS, INDIVIDUALS, ORGANIZATIONS, AND COMMUNITIES THROUGHOUT THE UNITED STATES HAVE BEEN SEEKING TO ADDRESS THIS GAP IN HOW WE RAISE OUR YOUNG PEOPLE THROUGH PROVIDING RITE OF PASSAGE OPPORTUNITIES IN ALL SORTS OF DIFFERENT CONTEXTS, FROM SMALL SCALE COMMUNITY INITIATIVES TO LARGER PROJECTS IN PUBLIC SCHOOLS. HOWEVER, THERE REMAINS LIMITED PUBL"
262034843,SUMMIT PUBLIC SCHOOLS,"OPERATES COLLEGE PREPARATORY CALIFORNIA CHARTER SCHOOLS, AND PROGRAMS TO DEVELOP TEACHERS AND SCHOOL LEADERS TO ADDRESS THE CONTINUALLY EVOLVING NEEDS OF THE EDUCATIONAL ECOSYSTEM."
352376337,INTERNATIONAL INITIATIVE FOR,"THE CORPORATION AIMS TO ENHANCE & EXPAND THE COOPERATIVE EFFORTS OF THE SPONSORING COUNTRIES BY ESTABLISHING A CENTRAL POINT FOR MENTAL HEALTH & DISABILITY LEADERS IN NETWORKING, EDUCATING MENTAL HEALTH LEADERS, ACTING AS A RESOURCE FOR MENTAL HEALTH & DISABILITY LEADERS IN SPONSORING & DEVELOPING COUNTRIES, AND IDENTIFYING BEST PRACTICES WITH REGARD TO MENTAL HEALTH & DISABILITY SERVICES MANAGEMENT AND OPERATIONAL POLICIES."
454420603,Reaching Everyone Preventing Suicide Inc,"REPS is 501 C 3 Not-for profit organization that serves the community members of Routt and Moffat County. REPS provides crisis support, education, training, prevention and postvention support. REPS staff, dedicated Board of Directors and skilled Volunteers are dedicated to combating suicide and breaking mental health stigma."
050483577,SSTAR OF RHODE ISLAND INC,"SSTAR OF RHODE ISLAND, INC. IS A NONPROFIT HEALTH CARE AND SOCIAL SERVICE AGENCY PROVIDING A WIDE RANGE OF MENTAL HEALTH AND SUBSTANCE ABUSE TREATMENT SERVICES IN RHODE ISLAND."
161272094,SUICIDE PREVENTION FOUNDATION INC,"TO MANAGE THE LONG-TERM FINANCIAL SUPPORT OF SUICIDE PREVENTION AND CRISIS SERVICE, AN AGENCY SERVING THE REGION THROUGH INTERVENTION AND TRAUMA COUNSELING AND EDUCATIONAL PROGRAMMING. THE FINANCIAL SUPPORT, GUIDED BY THE ALL-VOLUNTEER BOARD OF DIRECTORS, INCLUDES MANAGEMENT OF ENDOWED FUNDS AND THE BUILDING (ACQUIRED THROUGH A BEQUEST) THAT HOUSES THE AGENCY AS WELL AS ACTIVELY SEEKING CONTRIBUTIONS TO BUILD THE ENDOWMENT FUNDS."
770002878,NAMI SANTA CRUZ COUNTY,"EDUCATION, SUPPORT AND ADVOCACY FOR MENTAL HEALTH."
746047760,Alpha Chi National College Honor Society,Alpha Chi is a coeducational academic honor society. The Society's mission is to promote academic excellence and exemplary character among college and university students and to honor those who achieve such distinction.
370959387,PERSONAL ASSISTANCE TELEPHONE HELP INC,PROVIDING ACCESS TO HELP TO IMPROVE LIVES OF VULNERABLE INDIVIDUALS THROUGH A 24/7/365 SUICIDE AND MENTAL HEALTH CRISIS LINE AND A 24/7/365 211 RESOURCE AND REFERRAL LINE; SERVICES FOR PEOPLE AGE 60 AND OLDER; AND SERVICES FOR THE HOMELESS
561816558,CAMPUS CHRISTIAN FELLOWSHIP ASU,"CAMPUS CHRISTIAN FELLOWSHIP WAS FOUNDED ON THE APPALACHIAN STATE UNIVERSITY CAMPUS, BOONE, NC IN 1992. ITS PURPOSE IS TO MINISTER TO COLLEGE STUDENTS AND TO TRAIN AND EQUIP THEM TO BE CHRISTIAN LEADERS IN THEIR COMMUNITIES."
581866671,NAMI ST TAMMANY,"INCREASE AWARENESS AND ADVOCATE FOR FAMILIES AND PERSONS WITH MENTAL ILLNESS: ENVISIONING PREVENTION, EDUCATION AND TRAINING AS THE PRIMARY PATHWAY TO BETTER SERVICES AND A HEALTHIER COMMUNITY."
541616280,ELIZABETH RIVER PROPERTIES OF,"ELIZABETH RIVER PROPERTIES OF CHESAPEAKE INC (ERPC), PROVIDES SAFE, AFFORDABLE HOUSING OPTIONS AND OPPORTUNITIES TO CHESAPEAKE RESIDENTS WHO EXPERIENCE MENTAL HEALTH, INTELLECTUAL DISABILITY, AND SUBSTANCE USE DISORDERS."
952479348,Counseling & Research Associates Inc,"Masada is a non-profit public benefit corporation established in March 1966, to provide quality mental health and social services to individuals and families so that they may achieve their goals and enhance the quality of their lives."
562284276,MALCOLM SMITH MOTORSPORTS FOUNDATION,"THE ORGANIZATION HELPS SUPPORT ORPHANAGES IN BAJA, MEXICO. THIS WORK INCLUDES NEW CONSTRUCTION AND MAINTENANCE OF BUILDINGS TO PROVIDE SHELTERS, SCHOOLS, LIBRARIES AND CLASSROOM LABORATORIES AS WELL AS LANDSCAPING AND IRRIGATION AND CONSTRUCTION AND MAINTENANCE OF WELLS TO PROVIDE POTABLE WATER. IN ADDITION, THE ORGANIZATION PROVIDES BASIC NECESSITIES SUCH AS FOOD, CLOTHING, PRIMARY, SECONDARY AND COLLEGE EDUCATION AND MEDICAL CARE."
452256402,Hope Academy of Charlotte Inc,"Christ-centered, college preparatory, academic program."
951641446,International Institute of Los Angeles,"For over 100 years, IILA has been providing diverse social services including free or low-cost preschool education, refugee resettlement, human trafficking and immigration legal services for low-income individuals and families throughout Los Angeles County."
237099743,ATHENS MENTAL HEALTH INC,TO PROVIDE A HOME ATMOSPHERE FOR INDIVIDUALS WITH MENTAL ILLNESS AND TO HAVE EDUCATIONAL AND ENTERTAINMENT OPPORTUNITIES FOR MEMBERS
450423213,PRAIRIE HARVEST MENTAL HEALTH,WE PROMOTE INDEPENDENCE AND AN ENHANCED QUALITY OF LIFE FOR ADULTS WITH SERIOUS MENTAL ILLNESS.
200177587,GARDEN OF HOPE INC,"TO SERVE, CARE AND REBUILD THE LIVES OF VICTIMS OF DOMESTIC VIOLENCE, SEXUAL ASSAULTAND HUMAN TRAFFICKING. IN ADDITION TO PUBLIC EDUCATION AND OUTREACH, THEORGANIZATION PROVIDES SERVICES TO WOMEN, YOUTH AND CHILDREN THROUGH TOLL-FREEHOTLINE, CULTURALLY-RELEVANT CRISIS INTERVENTION, SHELTER, COUNSELING, SUPPORTGROUPS, ADVOCACY, CASE MANAGEMENT, VOCATIONAL TRAININGS, CHILDREN SUMMER CAMP ANDPARENTING COURSES.SPECIFICALLY, THE ORGANIZATION FOCUSES ITS ACTIVITIES ON THEFOLLOWING: 1)HELP THOSE WOMEN BEING ABUSED WITH HOTLINE, SAFETY PLANNING, CRISISINTERVENTION, EMERGENCY SHELTER, LEGAL REFERRALS AND ADVOCACY. PROVIDE ASSISTANCE OFORDER OF PROTECTION, PUBLIC WELFARE AND CRIME VICTIMS COMPENSATION. 2) OUTREACH TOTHE COMMUNITY AND EDUCATE PUBLIC THROUGH BROADCAST, NEWSPAPER ARTICLES, WORKSHOPSAND TRAININGS TO RAISE THE PUBLIC AWARENESS OF ISSUES CONCERNING DOMESTIC VIOLENCEAND SEXUAL ASSAULT. 3) PREVENT THE CYCLE OF DOMESTIC VIOLENCE BY WORKING WITH THECHILDREN WHO WITNESS OR EXPERIENCE THE A"
300224292,HOUSTON'S AMERICA FOR ALL,TO PROVIDE SUPPORT SERVICES TO RECENT IMMIGRANTS TO THE USA INCLUDING BUT NOT LIMITED TO IMMIGRATION SERVICES
871046645,Thunder Fellows Foundation,"The Thunder Fellows Program, developed by the Oklahoma City Thunder and Creative Arts Agency (CAA), aims to unlock new opportunities in sports, entertainment, and technology for black high school and college students in the Tulsa area."
852867714,CATHEDRAL COMMUNITY DEVELOPMENT FOUNDATION INC,"work on behalf of our communities most vulnerable and at-risk people to help them access resources to become economically self-sufficient. We advocate for our community as they secure food, shelter, safety, educational opportunities, treatment for health problems and mental health issues, and employment support and training."
800875881,FREEDOM FOR IMMIGRANTS,"FREEDOM FOR IMMIGRANTS IS DEVOTED TO ABOLISHING IMMIGRATION DETENTION, WHILE ENDING THE ISOLATION OF PEOPLE CURRENTLY SUFFERING IN THIS PROFIT-DRIVEN SYSTEM. FFI MONITORS HUMAN RIGHTS ABUSES INSIDE IMMIGRANT DETENTION CENTERS THROUGH OUR NATIONAL IMMIGRATION DETENTION HOTLINE AND NATIONAL VISITATION NETWORK, CONNECTING PEOPLE INSIDE DETENTION TO A TEAM OF TRAINED VOLUNTEERS THAT PROVIDE IMMEDIATE SUPPORT, RECORD TESTIMONIES AND BUILD SOLIDARITY FOR ABOLITION. WE USE NARRATIVE CHANGE AND INTEGRATED ADVOCACY TO PUSH FOR POLICIES THAT INVEST IN SYSTEMS THAT STRENGTHEN IMMIGRANT COMMUNITIES."
832898069,MIAMI FOUNDATION FOR MENTAL HEALTH INC,"TO PROVIDE PROGRAMMATIC FUNDING FOR A FACILITY BEING CONSTRUCTED AND DEVELOPED IN MIAMI-DADE COUNTY, FLORIDA FOR PURPOSES OF PROVIDING A COMPREHENSIVE AND COORDINATED SYSTEM OF CARE FOR INDIVIDUALS WITH SERIOUS MENTAL ILLNESS AND/OR SUBSTANCE ABUSE DISORDERS, HOMELESS CONTINUUM OF CARE AND ACUTE CARE MEDICAL AND MENTAL HEALTH TREATMENT SYSTEMS (THE ""MIAMI-DADE FACILITY""); TO SUPPORT PUBLIC AWARENESS CAMPAIGNS DESIGNED TO ATTRACT PUBLIC SUPPORT FOR THE ESTABLISHMENT OF AND CONTINUING OPERATIONS OF THE MIAMI-DADE FACILITY; TO EDUCATE AND INFORM THE GENERAL PUBLIC AND REPRESENTATIVE STAKEHOLDERS ABOUT THE PERVASIVENESS OF MENTAL HEALTH AND SUBSTANCE ABUSE DISORDERS AND THE NEED FOR EXPANSION OF EXISTING HIGH QUALITY BEHAVIORAL HEALTH CARE SERVICES; AND, THROUGH CONTRIBUTIONS AND GRANTS TO ORGANIZATIONS THAT QUALIFY AS AND CONSTITUTE EXEMPT ORGANIZATIONS UNDER SEC. 501(C)(3), TO SUPPORT INNOVATION, EDUCATION, BEST PRACTICES, CREATION OF STANDARDS OF CARE AND COMMUNITY DEMONSTRATION PILOTS."
874290544,TENNESSEE RESETTLEMENT AID,TENNESSEE RESETTLEMENT AID CREATES PATHWAYS TO INDEPENDENCE FOR REFUGEES TO ACHIEVE NEW LIVES AND BECOME PRODUCTIVE COMMUNITY MEMBERS.
020362443,PASTORAL COUNSELING SERVICES,"COUNSELING SERVICES ARE PROVIDED TO INDIVIDUALS, GROUPS, FAMILIES AND MARITAL/DOMESTIC RELATIONSHIPS. THE SERVICE PROVIDERS ARE GENERALLY ORDAINED CLERGY WHO ARE LICENSED AS PSYCHOTHERAPISTS IN ACCORDANCE WITH STANDARDS ESTABLISHED BY THE AMERICAN ASSOCIATION OF PASTORAL COUNSELING AND THE STATE OF NEW HAMPSHIRE. OTHER LICENSED MENTAL HEALTH PROFESSIONALS ALSO PROVIDE SERVICES, AS DO TRAINEES UNDER A FORMAL TRAINING PROGRAM WHICH INCLUDES SUPERVISION AND CONTINUAL EVALUATION."
883206221,HOME IS HERE NOLA,"MISSION IS TO CULTIVATE COMMUNITY-BASED SYSTEMS OF SUPPORT WITH NEWLY ARRIVED IMMIGRANTS IN THE GULF SOUTH. OUR APPROACH LEVERAGES THE POWER OF RELATIONSHIP AND COMMUNITY TO FOSTER PERSONAL CONNECTIONS THAT BECOME THE BASIS FOR LASTING INDIVIDUAL, COMMUNITY, AND SYSTEMIC CHANGE."
113046556,BALTIC STREET AEH INC,MENTAL HEALTH SERVICES. PROVIDE TRAINING AND SERVICES TO ENABLE CLIENTS TO BECOME SELF-SUPPORTING INDIVIDUALS.
465529998,TEAM DANIEL RUNNING FOR RECOVERY,PROVIDE HELP TO AND SUPPORT THE NEEDS OF INDIVIDUALS WHO SUFFER FROM MENTAL ILLNESS AND/OR THEIR FAMILIES
223067718,MAP BEHAVIORAL HEALTH SERVICES INC,"MAP BEHAVIORAL HEALTH SERVICES IS A MINORITY OPERATED, STATE LICENSED NON- PROFIT BEHAVIORAL HEALTH TREATMENT PROGRAM IN THE HEART OF PROVIDENCE, RHODE ISLAND. THE MISSION IS TO REDUCE THE INCIDENCE AND NEGATIVE IMPACTS ASSOCIATED WITH SUBSTANCE ABUSE, HIV/AIDS, MENTAL HEALTH AND OTHER PUBLIC HEALTH THREATS FOR THE CLIENTS WE SERVE IN RHODE ISLAND AND THE NEW ENGLAND AREA. OUR SERVICES AIM TO IMPROVE AND ENHANCE THE SOCIAL, EMOTIONAL AND REHABILITATIVE NEEDS OF OUR CLIENTS."
640631191,J C MAXWELL BROADCASTING CORPORATIO,"TO PROUDLY SERVE THE JACKSON, MS COMMUNITY WITH QUALITY RADIO BROADCASTS OF NEWS, TALK SHOWS AND GOSPEL MUSIC; PROVIDE TRAINING TO LOCAL COLLEGE STUDENTS"
133351127,FBI AGENTS ASSOCIATION MEMORIAL COLLEGE FUND,TO REACH OUT AND HELP THE FAMILIES OF FALLEN FBI AGENTS BY EASING THE FINANCIAL BURDEN OF OBTAINING A COLLEGE EDUCATION.
364483980,ASIAN UNIVERSITY FOR WOMEN (AUW),"ASIAN UNIVERSITY FOR WOMEN (AUW) SUPPORT FOUNDATION EXISTS TO SUPPORT EDUCATION, EMPOWERMENT, AND LEADERSHIP DEVELOPMENT OF WOMEN FROM ACROSS ASIA AND THE MIDDLE EAST. THE PRINCIPAL FOCUS OF THE INSTITUTION IS ON UNIVERSITY EDUCATION OF WOMEN WHO ARE FIRST IN THEIR FAMILY TO ENTER UNIVERSITY."
770441353,CARE CORPS INTERNATIONAL INC,THE ORGANIZATION IS A CHRISTIAN RELIEF AND RESOURCE ORGANIZATION PROVIDING SPIRITUAL AND MENTAL HEALTH SERVICES TO PEOPLE IN CRISIS AND EDUCATIONAL RESOURCES FOR MISSIONARIES.
363890616,XILIN ASSOCIATION,TO PROVIDE CHINESE EDUCATION FOR CHILDREN Promote and improve the healthy transition of Asian immigrants into the American society
752898097,HEART HOUSE,The Mission of Heart House is To use education as a catalyst to combat poverty and promote equity for the most vulnerable in our city: refugee and immigrant children.
208323220,CHINA AMERICAN PSYCHOANALYTIC ALLAIANCE,PROVIDNIG TREATMENT AND TRAINING TO CHINESE MENTAL HEALTH PROFESSIONALS.
222401899,EAST HOUSE PROPERTIES INC,"ENGAGING IN THE ACQUISITION AND RENOVATION OF REAL PROPERTY IN ROCHESTER, NY FOR THE PURPOSE OF LEASING THE PROPERTY TO NOT FOR PROFIT CORPORATIONS THAT PROVIDE SERVICES FOR PEOPLE IN RECOVERY FROM MENTAL ILLNESS AND/OR CHEMICAL DEPENDENCE."
465644464,GLOBALMINDED,"An inclusive success network connecting limited resource students, first-generation college students, and returning adult students to role models, mentors, internships, and jobs."
680489835,HELPING HANDS FOR SINGLE MOMS,"HELPING HANDS FOR SINGLE MOMS PROGRAM ASSISTS LOW-INCOME SINGLE MOM FAMILIES WHILE THE MOTHER PURSUES A POST-SECONDARY EDUCATION, FINANCIAL INDEPENDENCE AND A POSITIVE FAMILY LEGACY. OUR SCHOLARSHIP PLUS PROGRAM PROVIDES AN ANNUAL 3,000 SCHOLARSHIP WITH EXTENSIVE WRAPAROUND SERVICES, ADDRESSING THE UNIQUE CHALLENGES FACED BY SINGLE MOM COLLEGE STUDENTS. THESE SERVICES INCLUDE: AUTO REPAIR, DENTAL AND OPTICAL CARE, PROFESSIONAL AND LEGAL COUNSELING SERVICES, COMPUTER TECH ASSISTANCE, CARPET CLEANING, TICKETS TO PROFESSIONAL EVENTS, HOLIDAY GIFTS, MENTORING, FINANCIAL MANAGEMENT WORKSHOPS, AND MONTHLY SINGLE MOMS NETWORK MEETINGS. SINCE 2002, HELPING HANDS HAS ASSISTED MORE THAN 550 SINGLE MOM POST-SECONDARY EDUCATION STUDENTS (AND THEIR CHILDREN) AS THEY HAVE PURSUED A COLLEGE OR TECHNICAL DEGREE. 357 SINGLE MOMS HAVE GRADUATED WITH AN AVERAGE STARTING SALARY OF OVER 63,000."
951948185,MENTAL HEALTH ASSOCIATION IN SD CNTY,"THE ORGANIZATION IS DEDICATED TO PROMOTING MENTAL HEALTH, PREVENTING MENTAL DISORDERS AND ACHIEVING VICTORY OVER MENTAL ILLNESS THROUGH ADVOCACY, EDUCATION RESEARCH AND SERVICE."
460326071,Three Rivers Mental Health & Chemical,Mental Health Program
134103352,AAFE COMMUNITY DEVELOPMENT FUND INC,"AAFE COMMUNITY DEVELOPMENT FUND, INC. PROVIDES TARGETED TECHNICAL ASSISTANCE AND AFFORDABLE SECOND MORTGAGE LOANS TO ENHANCE HOME-OWNERSHIP OPPORTUNITIES FOR LOW AND MODERATE INCOME RESIDENTS OF NEW YORK CITY, INCLUDING ASIAN-AMERICANS, MINORITIES AND IMMIGRANTS."
640507946,MISSISSIPPI DELTA COUNCIL F0R,"EMPLOYMENT AND TRAINING AGENCY- HELP DISPLACED MIGRANT AND SEASONAL FARMWORKERS ENTER UNSUBSIDIZED EMPLOYMENT, COUPLED WITH THE ASSISTANCE OF SUPPORTIVE SERVICES AND FARM OWNERSHIP TRAINING"
521638672,NJ CENTER FOR THE HEALING ARTS INC,PREVENTIVE MENTAL HEALTH SERVICES
050374759,NEWPORT COUNTY COMMUNITY MENTAL HEALTH,"TO PROVIDE QUALITY, COMPREHENSIVE, COMMUNITY MENTAL HEALTH SERVICES TO INDIVIDUALS, FAMILIES AND THE COMMUNITY THAT INCORPORATE THE PRINCIPLES AND VALUES OF RECOVERY ORIENTATION IN SERVICE DELIVERY; ARE CULTURALLY SENSITIVE AND COMPETENT IN APPLICATION; AND ARE IN ACCORDANCE WITH REGULATORY, LICENSING AND ETHICAL STANDARDS."
421078444,FOUNDATION 2 INC,"FOUNDATION 2, INC. IS A NOT-FOR-PROFIT HUMAN SERVICE AGENCY THAT OFFERS CRISIS PREVENTION AND INTERVENTION PROGRAMS TO PEOPLE OF ALL AGES. WE ARE COMMITTED TO POSITIVE YOUTH DEVELOPMENT, SUICIDE PREVENTION AND HELPING BUILD THE FOUNDATION FOR STRONGER AND HEALTHIER FAMILIES AND SAFER COMMUNITIES FOR EVERYONE. THE AGENCY WAS ESTABLISHED IN 1970 BY A GROUP OF CEDAR RAPIDS AREA COLLEGE AND HIGH SCHOOL VOLUNTEERS WHO BELIEVED THAT CRITICAL MENTAL AND EMOTIONAL HEALTH ISSUES OF THE DAY WERE NOT BEING ADDRESSED BY MAINSTREAM PROVIDERS. FIFTY YEARS LATER THAT GRASSROOTS SPIRIT OF HELPING OTHERS IN NEED STILL UNDERLIES OUR AGENCY'S MISSION TO BE A TRUSTED, COMPASSIONATE RESOURCE FOR PEOPLE IN CRISIS BY OFFERING COUNSELING, SAFETY AND SUPPORT DURING DIFFICULT TIMES."
464492345,PLEASE PASS THE LOVE,EMPOWER SCHOOL COMMUNITIES TO EMBRACE AND SUSTAIN MENTAL HEALTH AND WELLNESS SUPPORTS FOR THEIR STUDENTS.
720768965,Baton Rouge Crisis Intervention Center,"To offer prevention, intervention and postvention services that provide support in times of crisis and reduce the impact of suicide, homicide and violence."
823045113,CHIRAJ INC,"TO PROVIDE ANY NECESSARY TYPE OF REFUGEE ASSISTANCE, EDUCATIONAL SUPPORT, TARGETED REGIONAL CRIME AWARENESS AND MEDICAL CARE TO THOSE IN CRISIS, IN PARTNERSHIP WITH ORGANIZATIONS WORLDWIDE."
311667354,ON THE ROAD TO RECOVERY INC,"OTRTR operates as a consumer directed peer support organization for adults with long term mental illness, enhancing personal wellness, independence and responsibility."
